Nombre ejercicio,Grupo muscular principal,Grupo muscular secundario,Lugar de entrenamiento: casa/gimnasio,Nivel de dificultad,Material necesario,Equipamiento opcional,Tags GPT,URL video\n\n,,
Estiramiento de espalda y pectorales,Espalda,Pectorales,Casa / Gimnasio,Principiante,Ninguno,Ninguno,"tracción horizontal, multiarticular, principiante, ninguno, hipertrofia, casa, espalda, pectorales",https://drive.google.com/file/d/19w2JQkkATFJLfmolzcyqxnl2NW-ANj8n/view?usp=drivesdk,,
Estiramiento rotacional de espalda con brazos en alto,Espalda,Hombros / Oblicuos,Casa / Gimnasio,Principiante,Ninguno,Ninguno,"tracción horizontal, multiarticular, principiante, ninguno, hipertrofia, casa, espalda, hombros / oblicuos",https://drive.google.com/file/d/1gIsgF3keACvK6qEGj3uPoEk2dFBhCckG/view?usp=drivesdk,,
Estiramiento de espalda y pectorales,Espalda,Pectorales,Casa / Gimnasio,Principiante,Ninguno,Ninguno,"tracción horizontal, multiarticular, principiante, ninguno, hipertrofia, casa, espalda, pectorales",https://drive.google.com/file/d/1VoOR_cXotJYlUeQl7z3z3wktxjslelTN/view?usp=drivesdk,,
Estiramiento de espalda cruzando brazos (con palmadas),Espalda,Hombros,Casa / Gimnasio,Principiante,Ninguno,Ninguno,"tracción horizontal, multiarticular, principiante, ninguno, hipertrofia, casa, espalda, hombros",https://drive.google.com/file/d/1galjax8iA8vc3dYOy1DJ6OVfzZoHgeYt/view?usp=drivesdk,,
Estiramiento de espalda con codos hacia atrás,Espalda,Hombros,Casa / Gimnasio,Principiante,Ninguno,Ninguno,"tracción horizontal, multiarticular, principiante, ninguno, hipertrofia, casa, espalda, hombros",https://drive.google.com/file/d/1ac4UhwdF6ii6E83brDtvBJ7QzNx_JfsG/view?usp=drivesdk,,
Estiramiento inclinado hacia delante,Espalda baja,Ninguno,Casa / Gimnasio,Principiante,Ninguno,Silla o banco bajo,"tracción horizontal, multiarticular, principiante, ninguno, hipertrofia, casa, espalda baja, ninguno",https://drive.google.com/file/d/1IkplL5G7KuRHF00bWf3BNILxH6pNEPGT/view?usp=drivesdk,,
Estiramiento inclinado hacia delante,Espalda baja,Ninguno,Casa / Gimnasio,Principiante,Ninguno,Silla o banco bajo,"tracción horizontal, multiarticular, principiante, ninguno, hipertrofia, casa, espalda baja, ninguno",https://drive.google.com/file/d/1j0zk_jVcqC80ka1ws1OXtbcPCM1DWmsR/view?usp=drivesdk,,
Remo inclinado con toalla,Espalda alta,Bíceps,casa/gimnasio,Intermedio,Toalla,Ninguno,"tracción horizontal, multiarticular, intermedio, toalla, hipertrofia, casa, espalda alta, bíceps",https://drive.google.com/file/d/1mcW8QBqh9F_9sL-zIunqGtAs5qjByB85/view?usp=drivesdk,,
Dominadas neutras en jaula de fondos,Espalda alta,Bíceps,Gimnasio / Casa equipada,Avanzado,Jaula de fondos,Ninguno,"tracción horizontal, multiarticular, avanzado, jaula de fondos, hipertrofia, casa, espalda alta, bíceps",https://drive.google.com/file/d/1u6ZbZzZBz4908EedXtXmTV7qIbWO7AhJ/view?usp=drivesdk,,
Dominadas neutras en jaula de fondos,Espalda alta,Bíceps,Gimnasio / Casa equipada,Avanzado,Jaula de fondos,Ninguno,"tracción horizontal, multiarticular, avanzado, jaula de fondos, hipertrofia, casa, espalda alta, bíceps",https://drive.google.com/file/d/1c0HnzFXO5hHrjhpKWRKzL-dqQ80aAZPT/view?usp=drivesdk,,
Remo invertido entre sillas,Espalda alta,Bíceps,casa/gimnasio,Intermedio,2 sillas,Ninguno,"tracción horizontal, multiarticular, intermedio, 2 sillas, hipertrofia, casa, espalda alta, bíceps",https://drive.google.com/file/d/1zv-dbUMpumGAtQCbVpTuGjuq0uB2A0BX/view?usp=drivesdk,,
Remo tumbado en el suelo con rodillas flexionadas,Espalda baja,Bíceps,casa/gimnasio,Principiante,Ninguno,Esterilla,"tracción horizontal, multiarticular, principiante, ninguno, hipertrofia, casa, espalda baja, bíceps",https://drive.google.com/file/d/1d-n9l8ehdSMI20mc4qrtlfJfkWNbNUnA/view?usp=drivesdk,,
Estiramiento lumbar tumbado con rodillas flexionadas,Espalda baja,Ninguno,Casa / Gimnasio,Principiante,Esterilla,Ninguno,"tracción horizontal, multiarticular, principiante, esterilla, hipertrofia, casa, espalda baja, ninguno",https://drive.google.com/file/d/1lWIPnacelkf9Z4UeRm9z2f9lEzAXTr4h/view?usp=drivesdk,,
Dominadas escapulares,Espalda alta,Escápulas,Gimnasio / Casa equipada,Intermedio,Barra fija,Ninguno,"tracción horizontal, multiarticular, intermedio, barra fija, hipertrofia, casa, espalda alta, escápulas",https://drive.google.com/file/d/1KQ0vL1VJKCK2beWzTYAL4oy_0sLl3SWE/view?usp=drivesdk,,
Bird dog (activación lumbar y core),Espalda baja,Core,Casa / Gimnasio,Principiante,Esterilla,Ninguno,"tracción horizontal, multiarticular, principiante, esterilla, hipertrofia, casa, espalda baja, core",https://drive.google.com/file/d/1f3CNI4ykd5dBWoWWXK4zUYgY3jBgz24C/view?usp=drivesdk,,
Remo invertido con agarre supino,Espalda alta,Bíceps,casa/gimnasio,Intermedio,Barra baja o TRX,Ninguno,"tracción horizontal, multiarticular, intermedio, barra baja o trx, hipertrofia, casa, espalda alta, bíceps",https://drive.google.com/file/d/1cP-ZRTond6w_3W5DyE4xsu3vzsAw4ic-/view?usp=drivesdk,,
Dominadas con agarre abierto,Espalda alta,Bíceps,Gimnasio / Casa equipada,Avanzado,Barra fija,Ninguno,"tracción horizontal, multiarticular, avanzado, barra fija, hipertrofia, casa, espalda alta, bíceps",https://drive.google.com/file/d/149xLIsf69Kovu6MAcZwZu367nb0cxc99/view?usp=drivesdk,,
Dominadas con agarre abierto,Espalda alta,Bíceps,Gimnasio / Casa equipada,Avanzado,Barra fija,Ninguno,"tracción horizontal, multiarticular, avanzado, barra fija, hipertrofia, casa, espalda alta, bíceps",https://drive.google.com/file/d/1DIyf1iMJZfojblSUG34hPHc9Ttv6wS_c/view?usp=drivesdk,,
Plancha con elevación alterna de brazos,Espalda alta,Core,Casa / Gimnasio,Intermedio,Esterilla,Ninguno,"tracción horizontal, multiarticular, intermedio, esterilla, hipertrofia, casa, espalda alta, core",https://drive.google.com/file/d/1WNQ2z9tDEv8OutIBeHWAew8OTe1q4bIz/view?usp=drivesdk,,
Remo corto repetido (pulse row) con peso corporal,Espalda alta,Bíceps,casa/gimnasio,Intermedio,Ninguno,Esterilla,"tracción horizontal, multiarticular, intermedio, ninguno, hipertrofia, casa, espalda alta, bíceps",https://drive.google.com/file/d/1iRAxLhfyGLco5NZIsyRLJCs3UqTnvcu7/view?usp=drivesdk,,
Fondos escapulares con peso corporal,Espalda alta,Escápulas,Casa / Gimnasio,Principiante,Ninguno,Esterilla,"tracción horizontal, multiarticular, principiante, ninguno, hipertrofia, casa, espalda alta, escápulas",https://drive.google.com/file/d/1GlMU8xotoAUnJC9KJ12JCIdjQNVmnOiE/view?usp=drivesdk,,
Deslizamiento escapular en pared,Espalda alta,Escápulas,casa/gimnasio,Principiante,Pared,Ninguno,"tracción horizontal, multiarticular, principiante, pared, hipertrofia, casa, espalda alta, escápulas",https://drive.google.com/file/d/1CxmGN8-Xogvn55bdke6-7uaspBHv7R2l/view?usp=drivesdk,,
Estiramiento de espalda sentado,Espalda baja,Ninguno,Casa / Gimnasio,Principiante,Silla o banco,Ninguno,"tracción horizontal, multiarticular, principiante, silla o banco, hipertrofia, casa, espalda baja, ninguno",https://drive.google.com/file/d/1ndo_AFXvRB9oiLKesltxmWQP48SxA1UC/view?usp=drivesdk,,
Estiramiento de espalda sentado,Espalda baja,Ninguno,Casa / Gimnasio,Principiante,Silla o banco,Ninguno,"tracción horizontal, multiarticular, principiante, silla o banco, hipertrofia, casa, espalda baja, ninguno",https://drive.google.com/file/d/1Qf9cUU9UgxogdQeD-t_b1IXwmiyHqhs8/view?usp=drivesdk,,
Estiramiento lateral sentado,Espalda alta,Oblicuos,Casa / Gimnasio,Principiante,Silla o banco,Ninguno,"tracción horizontal, multiarticular, principiante, silla o banco, hipertrofia, casa, espalda alta, oblicuos",https://drive.google.com/file/d/1fId14H9A_485SzEDXtzCUA_BtzF-nqMt/view?usp=drivesdk,,
Rotación externa con palo PVC,Espalda alta,Hombros,Casa / Gimnasio,Principiante,Palo PVC,Ninguno,"tracción horizontal, multiarticular, principiante, palo pvc, hipertrofia, casa, espalda alta, hombros",https://drive.google.com/file/d/1BrJX3_FOy9IZ813RurPxJmgDdmgyfApM/view?usp=drivesdk,,
Remo sentado con toalla,Espalda alta,Bíceps,casa/gimnasio,Intermedio,Toalla,Ninguno,"tracción horizontal, multiarticular, intermedio, toalla, hipertrofia, casa, espalda alta, bíceps",https://drive.google.com/file/d/1WVTS-_LlKzY8BPFTkN9d-jfI3JBmjahf/view?usp=drivesdk,,
Jalón deslizante en el suelo con toalla,Espalda alta,Dorsales,casa/gimnasio,Intermedio,Toalla,Suelo,"tracción horizontal, multiarticular, intermedio, toalla, hipertrofia, casa, espalda alta, dorsales",https://drive.google.com/file/d/1amkK7roFIUZneIJ_v7fJLiI4uMRarOAf/view?usp=drivesdk,,
Estiramiento lumbar tumbado,Espalda baja,Ninguno,Casa / Gimnasio,Principiante,Esterilla,Ninguno,"tracción horizontal, multiarticular, principiante, esterilla, hipertrofia, casa, espalda baja, ninguno",https://drive.google.com/file/d/1MVXv5sepD-RSAqsNtup5DFqwfaAeZRX_/view?usp=drivesdk,,
Dominadas con asistencia de banda elástica,Espalda alta,Bíceps,Casa / Gimnasio,Intermedio,Banda elástica,Barra fija,"tracción horizontal, multiarticular, intermedio, banda elástica, hipertrofia, casa, espalda alta, bíceps",https://drive.google.com/file/d/1jSVDMoZHOifnsgokN_x74BE_uG6bUhO7/view?usp=drivesdk,,
Fondos asistidos con banda elástica,Tríceps,Hombros / Escápulas,Casa / Gimnasio,Intermedio,Banda elástica,Barras paralelas,"empuje, aislado, intermedio, banda elástica, hipertrofia, casa, tríceps, hombros / escápulas",https://drive.google.com/file/d/1ssFBLJbysA3gkNxWSdsZhCzWMqWHew2I/view?usp=drivesdk,,
Dominadas asistidas con banda elástica,Espalda alta,Bíceps,Casa / Gimnasio,Intermedio,Banda elástica,Barra fija,"tracción horizontal, multiarticular, intermedio, banda elástica, hipertrofia, casa, espalda alta, bíceps",https://drive.google.com/file/d/1A4GntiZYW59MtcmtQvfCF18Ne9BAjDMV/view?usp=drivesdk,,
Dominadas asistidas con banda elástica,Espalda alta,Bíceps,Casa / Gimnasio,Intermedio,Banda elástica,Barra fija,"tracción horizontal, multiarticular, intermedio, banda elástica, hipertrofia, casa, espalda alta, bíceps",https://drive.google.com/file/d/12OxpujxiWDMAICnq4mzQKgmlVxNVPv8y/view?usp=drivesdk,,
Dominadas lastradas desde suspensión,Espalda alta,Bíceps / Antebrazos,Gimnasio,Avanzado,Lastre (disco o chaleco),Barra fija,"tracción horizontal, multiarticular, avanzado, lastre (disco o chaleco), hipertrofia, gimnasio, espalda alta, bíceps / antebrazos",https://drive.google.com/file/d/1PS1WFsz7dBw8rNkgsvbQgHQ8ES_U5ZjQ/view?usp=drivesdk,,
Jalón lateral con barra en polea,Espalda alta,Dorsales,Gimnasio,Intermedio,Polea alta + barra,Ninguno,"tracción horizontal, multiarticular, intermedio, polea alta + barra, hipertrofia, gimnasio, espalda alta, dorsales",https://drive.google.com/file/d/11Xrg2gdzgvEAkrSBwP7cC3hKR9dmq7fc/view?usp=drivesdk,,
Jalón al pecho en polea,Espalda alta,Dorsales,Gimnasio,Intermedio,Polea alta,Ninguno,"tracción horizontal, multiarticular, intermedio, polea alta, hipertrofia, gimnasio, espalda alta, dorsales",https://drive.google.com/file/d/1Z5TpF-YJcds511y0iLH_2BHyJp9r5rAh/view?usp=drivesdk,,
Rotación externa de hombro con polea,Espalda alta,Hombros,Gimnasio,Principiante,Polea baja,Mango individual,"tracción horizontal, multiarticular, principiante, polea baja, hipertrofia, gimnasio, espalda alta, hombros",https://drive.google.com/file/d/1CjBsU219bE0w746bC7Q3N40oNHzjLAey/view?usp=drivesdk,,
Remo tumbado con barra curva,Espalda alta,Bíceps,Gimnasio,Intermedio,Barra curva,Banco o soporte,"tracción horizontal, multiarticular, intermedio, barra curva, hipertrofia, gimnasio, espalda alta, bíceps",https://drive.google.com/file/d/1hjQIK33oY7IpcdauprEfeqH21TOpJvOV/view?usp=drivesdk,,
Remo sentado en polea,Espalda media,Bíceps,Gimnasio,Intermedio,Polea baja,Asiento / banco,"tracción horizontal, multiarticular, intermedio, polea baja, hipertrofia, gimnasio, espalda media, bíceps",https://drive.google.com/file/d/1fWITRJPnMEnhMZV--ofFXQj7xkOrlf0i/view?usp=drivesdk,,
Jalón con brazos rectos en polea,Dorsales,Hombros,Gimnasio,Intermedio,Polea alta,Barra recta,"aislado, multiarticular, intermedio, polea alta, hipertrofia, gimnasio, dorsales, hombros",https://drive.google.com/file/d/1Jhek6XCTpnEJqMQIsySjHda9D6laKJo4/view?usp=drivesdk,,
Press diamante con peso corporal,Espalda alta,Tríceps,Casa / Gimnasio,Intermedio,Esterilla,Ninguno,"tracción horizontal, multiarticular, intermedio, esterilla, hipertrofia, casa, espalda alta, tríceps",https://drive.google.com/file/d/1ZEjIX_EKbfEod4xsJQVxpfofh9tZ-Na5/view?usp=drivesdk,,
Remo inclinado con mancuernas,Dorsales,Bíceps,Casa / Gimnasio,Intermedio,Mancuernas,Ninguno,"aislado, multiarticular, intermedio, mancuernas, hipertrofia, casa, dorsales, bíceps",https://drive.google.com/file/d/1H4g7O5QoN9RsPRDR3r0ghEsf0CHVTiaW/view?usp=drivesdk,,
Encogimiento en banco declinado con mancuernas,Trapecio inferior,Trapecio medio,Gimnasio,Intermedio,Mancuernas,Banco declinado,"aislado, multiarticular, intermedio, mancuernas, hipertrofia, gimnasio, trapecio inferior, trapecio medio",https://drive.google.com/file/d/1CF5XkdTHLA4k-7rclgy-ppi_jYd2_Phy/view?usp=drivesdk,,
Rotación externa de hombro con mancuernas,Hombros,Rotadores externos,Casa / Gimnasio,Intermedio,Mancuernas ligeras,Ninguno,"aislado, multiarticular, intermedio, mancuernas ligeras, hipertrofia, casa, hombros, rotadores externos",https://drive.google.com/file/d/1PubIaKSTHAc5p5QdSdYKVSyjtuKrg8wX/view?usp=drivesdk,,
Remo inclinado con agarre neutro (dos mancuernas),Dorsales,Bíceps,Casa / Gimnasio,Intermedio,Mancuernas,Banco inclinado,"aislado, multiarticular, intermedio, mancuernas, hipertrofia, casa, dorsales, bíceps",https://drive.google.com/file/d/1Pl-4WnCPmmZ5fca6VSJ3yZtBG0aUil7t/view?usp=drivesdk,,
Encogimiento en banco inclinado con mancuernas,Trapecio medio,Trapecio superior,Casa / Gimnasio,Intermedio,Mancuernas,Banco inclinado,"aislado, multiarticular, intermedio, mancuernas, hipertrofia, casa, trapecio medio, trapecio superior",https://drive.google.com/file/d/1lLw097QkniE0FBB_vrg7va7KRQss1MY5/view?usp=drivesdk,,
Encogimiento en banco inclinado con mancuernas,Trapecio medio,Trapecio superior,Casa / Gimnasio,Intermedio,Mancuernas,Banco inclinado,"aislado, multiarticular, intermedio, mancuernas, hipertrofia, casa, trapecio medio, trapecio superior",https://drive.google.com/file/d/1vnG9k78CkDEGrpuP8UpQcpKsylMBNc8z/view?usp=drivesdk,,
Remo tumbado para deltoides posteriores,Deltoides posteriores,Trapecio medio,Casa / Gimnasio,Intermedio,Mancuernas,Banco plano,"empuje vertical, multiarticular, intermedio, mancuernas, hipertrofia, casa, deltoides posteriores, trapecio medio",https://drive.google.com/file/d/1R0vwcD1yL6-2YieFGAvqkp5Ns6dFKG8S/view?usp=drivesdk,,
Remo renegado con mancuernas,Dorsales,Core,Casa / Gimnasio,Avanzado,Mancuernas,Esterilla,"aislado, multiarticular, avanzado, mancuernas, hipertrofia, casa, dorsales, core",https://drive.google.com/file/d/1hkVdNcqu3I0W5Oda5H96SujED8Eg1eZE/view?usp=drivesdk,,
Remo con agarre inverso con mancuernas,Dorsales,Bíceps,Casa / Gimnasio,Intermedio,Mancuernas,Ninguno,"aislado, multiarticular, intermedio, mancuernas, hipertrofia, casa, dorsales, bíceps",https://drive.google.com/file/d/1UbS69y9v9vuP8NeOQsRVnTnUXFw2N_Ja/view?usp=drivesdk,,
Remo inclinado con agarre inverso,Dorsales,Bíceps,Casa / Gimnasio,Intermedio,Mancuernas,Ninguno,"aislado, multiarticular, intermedio, mancuernas, hipertrofia, casa, dorsales, bíceps",https://drive.google.com/file/d/1VXCa8DHKH2G3RG_G6B2wmh7NdvjbzyH0/view?usp=drivesdk,,
Remo inclinado con agarre neutro (dos mancuernas),Dorsales,Bíceps,Casa / Gimnasio,Intermedio,Mancuernas,Banco inclinado,"aislado, multiarticular, intermedio, mancuernas, hipertrofia, casa, dorsales, bíceps",https://drive.google.com/file/d/1PDu0m99Y7PIuf3XB0NUzmxXzMkGlS_fF/view?usp=drivesdk,,
Remo inclinado con mancuernas,Dorsales,Bíceps,Casa / Gimnasio,Intermedio,Mancuernas,Ninguno,"aislado, multiarticular, intermedio, mancuernas, hipertrofia, casa, dorsales, bíceps",https://drive.google.com/file/d/1EUgl1IgiclzHLGq2CYtnlefy4CYW1O8q/view?usp=drivesdk,,
Remo en banco inclinado con mancuernas,Dorsales,Bíceps,Casa / Gimnasio,Intermedio,Mancuernas,Banco inclinado,"aislado, multiarticular, intermedio, mancuernas, hipertrofia, casa, dorsales, bíceps",https://drive.google.com/file/d/16FZFJvX2X4Y0JhDQsFKXKQ0vHUhwWNVg/view?usp=drivesdk,,
Encogimiento en banco inclinado con mancuernas,Trapecio medio,Trapecio superior,Casa / Gimnasio,Intermedio,Mancuernas,Banco inclinado,"aislado, multiarticular, intermedio, mancuernas, hipertrofia, casa, trapecio medio, trapecio superior",https://drive.google.com/file/d/1MgPBJPKk5ssKPS8dtLh-jrJkiUT7ZEdI/view?usp=drivesdk,,
Remo inclinado con rotación de palma,Dorsales,Deltoides posteriores,Casa / Gimnasio,Avanzado,Mancuernas,Ninguno,"aislado, multiarticular, avanzado, mancuernas, hipertrofia, casa, dorsales, deltoides posteriores",https://drive.google.com/file/d/1ibEdlT9v18z_mf0ZkDT51DwI3U_EPGvr/view?usp=drivesdk,,
Remo renegado con mancuernas,Dorsales,Core,Casa / Gimnasio,Avanzado,Mancuernas,Esterilla,"aislado, multiarticular, avanzado, mancuernas, hipertrofia, casa, dorsales, core",https://drive.google.com/file/d/1zeYtBvxGkOtgR-GspHlOqUaLHedAKGgJ/view?usp=drivesdk,,
Remo inclinado con agarre inverso,Dorsales,Bíceps,Casa / Gimnasio,Intermedio,Mancuernas,Banco inclinado,"aislado, multiarticular, intermedio, mancuernas, hipertrofia, casa, dorsales, bíceps",https://drive.google.com/file/d/1Tf9EJFVPwNLlSKc1N0FQ8AXsmYmYqX4k/view?usp=drivesdk,,
Remo para deltoides posteriores,Deltoides posteriores,Trapecio medio,Casa / Gimnasio,Intermedio,Mancuernas,Banco plano,"empuje vertical, multiarticular, intermedio, mancuernas, hipertrofia, casa, deltoides posteriores, trapecio medio",https://drive.google.com/file/d/126ZJmuvHhwvibpkg8DrrN4DLm6Pjs5KY/view?usp=drivesdk,,
Remo inclinado con rotación de palma,Dorsales,Bíceps,Casa / Gimnasio,Intermedio,Mancuernas,Ninguno,"aislado, multiarticular, intermedio, mancuernas, hipertrofia, casa, dorsales, bíceps",https://drive.google.com/file/d/1QMDzq6R_uPP432i7DwsbagDNDbnhH7im/view?usp=drivesdk,,
Encogimiento de hombros con mancuernas,Trapecio superior,Trapecio medio,Casa / Gimnasio,Intermedio,Mancuernas,Ninguno,"aislado, multiarticular, intermedio, mancuernas, hipertrofia, casa, trapecio superior, trapecio medio",https://drive.google.com/file/d/1iYkyr4bHXF-0xyl37ujGkt3zlJURShPl/view?usp=drivesdk,,
Encogimiento de hombros con mancuernas,Trapecio superior,Trapecio medio,Casa / Gimnasio,Intermedio,Mancuernas,Ninguno,"aislado, multiarticular, intermedio, mancuernas, hipertrofia, casa, trapecio superior, trapecio medio",https://drive.google.com/file/d/1afCbcyCDb-8ZFLYUxjac6WF-MlYKOZHP/view?usp=drivesdk,,
Pullover con mancuerna en el suelo,Dorsales,Pectorales,casa/gimnasio,Intermedio,Mancuerna,Esterilla o banco plano,"aislado, multiarticular, intermedio, mancuerna, hipertrofia, casa, dorsales, pectorales",https://drive.google.com/file/d/13t1DfK7UvxfocsMz1I2hPwx3wvNfhPOg/view?usp=drivesdk,,
Rotación externa de hombro con mancuerna de pie,Hombros,Rotadores externos,Casa / Gimnasio,Intermedio,Mancuerna,Ninguno,"aislado, multiarticular, intermedio, mancuerna, hipertrofia, casa, hombros, rotadores externos",https://drive.google.com/file/d/1lP3rv6eSPu90RdBox1Lq0Um212FmkCt9/view?usp=drivesdk,,
Slam con balón medicinal,Espalda alta,Core,Gimnasio o exterior,Avanzado,Balón medicinal,Ninguno,"tracción horizontal, multiarticular, avanzado, balón medicinal, hipertrofia, gimnasio, espalda alta, core",https://drive.google.com/file/d/1oRRKh_F369ugSYFQfeUzxNkh2t06r6Os/view?usp=drivesdk,,
Dominadas lastradas,Dorsales,Bíceps,Gimnasio,Avanzado,Barra / lastre,Cinturón de lastre,"aislado, multiarticular, avanzado, barra / lastre, hipertrofia, gimnasio, dorsales, bíceps",https://drive.google.com/file/d/1OodJ3tNOoyLg-o78EDdVQCOHuRxWlwEn/view?usp=drivesdk,,
Pullover tumbado con barra EZ,Dorsales,Pectorales,Gimnasio o casa,Intermedio,Barra EZ,Banco,"aislado, multiarticular, intermedio, barra ez, hipertrofia, casa, dorsales, pectorales",https://drive.google.com/file/d/1W4_yYGrFDBsNykyz7BbSWE2NRi9RyQUS/view?usp=drivesdk,,
